ID_TICKET,ID_CAJA,CURP,ID_SUCURSAL,FECHA,HORA,CLIENTE,NO_PRODUCTOS,TIPO_PAGO,TOTAL_COMPRA
695,27,HINA980519MOCNAD56,13,3/29/2019,06:37,Cliente0112,9,efectivo,225
384,82,HUPF751231FCMNAE48,14,6/21/2020,09:51,Cliente0113,9,tarjeta,54
591,55,GELG970223FGTIEL29,17,12/13/2017,02:25,Cliente0114,12,efectivo,219
757,41,DRND851022BTCIIA89,16,6/28/2019,19:05,Cliente0115,8,tarjeta,80
162,64,LEBC850828PSPTLO16,17,06/11/2016,23:02,Cliente0116,8,efectivo,109
738,32,SHCJ990110FCHAAU13,13,04/08/2018,10:27,Cliente0117,10,tarjeta,192
978,79,CHRH921025MTLEOA42,19,12/19/2019,11:22,Cliente0118,10,efectivo,210
604,62,STHR841219FTLAAA64,20,9/20/2017,10:32,Cliente0119,11,tarjeta,125
268,25,PACA700821FGTULN20,1,6/15/2017,18:57,Cliente0120,12,efectivo,590
648,4,VAJJ860909FJCSIA20,2,8/28/2018,02:43,Cliente0121,10,tarjeta,119
198,31,MCCS951214FNLCHH80,13,6/18/2012,12:01,Cliente0122,12,efectivo,489
958,50,LIMD721115MJCMIO09,4,12/26/2011,09:43,Cliente0123,15,tarjeta,345
832,76,VASM801119AHGNLA39,5,05/01/2012,04:05,Cliente0124,5,efectivo,175
184,12,NEAG970216FMSWBR17,19,11/02/2020,05:14,Cliente0125,9,tarjeta,106
756,10,PAME910207FSLWCN51,7,08/05/2020,09:44,Cliente0126,1,efectivo,25
140,25,CACA880301FCHMRU20,8,07/01/2020,15:04,Cliente0127,15,tarjeta,313
492,97,KEEC990619MQTHDO55,2,02/11/2017,04:17,Cliente0128,3,efectivo,18
200,79,BABG810617FHGUIA28,10,7/19/2015,14:59,Cliente0129,2,tarjeta,50
252,8,LOSK880201ATLUAA99,11,2/27/2016,02:50,Cliente0130,4,efectivo,48
342,63,VASM801119AHGNLA39,5,01/02/2012,11:40,Cliente0131,13,tarjeta,96
659,84,DABR930520MPLRIA38,13,11/03/2012,16:24,Cliente0132,8,efectivo,165
762,4,HABA820225FTLRIL45,14,10/02/2014,18:50,Cliente0133,1,tarjeta,21
244,81,VEEH800225MCSRRU48,5,12/05/2014,17:43,Cliente0134,4,efectivo,360
238,70,AYBK761021GPLCRA42,16,8/17/2014,12:40,Cliente0135,13,tarjeta,177
311,66,SAMC711103FGTWEH64,17,8/31/2014,21:41,Cliente0136,6,efectivo,168
393,37,LEBC850828PSPTLO16,17,09/09/2014,00:25,Cliente0137,21,tarjeta,1040
115,77,CHRH921025MTLEOA42,19,12/30/2016,11:24,Cliente0138,13,efectivo,1100
517,95,VAPC920826MPLRUO86,20,11/02/2016,04:24,Cliente0139,18,tarjeta,278
802,21,DACK761125FBSRUI38,1,5/23/2020,21:35,Cliente0140,14,efectivo,114
241,59,VAJJ860909FJCSIA20,2,9/16/2016,09:19,Cliente0141,17,tarjeta,501
533,46,BABG810617FHGUIA28,10,04/04/2016,00:23,Cliente0142,3,efectivo,45
428,33,MCAO920101FHGCCL03,4,07/10/2014,01:36,Cliente0143,11,tarjeta,344
478,36,VEEH800225MCSRRU48,5,10/27/2019,18:04,Cliente0144,7,efectivo,147
281,70,VEEH800225MCSRRU48,5,12/03/2010,09:44,Cliente0145,2,tarjeta,16
827,19,KABH790308MBSROA03,7,12/28/2010,13:15,Cliente0146,4,efectivo,72
945,15,HERS800926FCHBUT83,8,07/01/2015,02:55,Cliente0147,5,tarjeta,60
766,97,CRDW760222FBSIEA91,14,2/15/2011,00:11,Cliente0148,18,efectivo,328
940,60,KRSH740910NOCYIO87,10,5/25/2011,21:51,Cliente0149,1,tarjeta,50
703,85,KNBK960914FASOOA45,11,1/20/2011,13:08,Cliente0150,13,efectivo,435
76,47,CRPA890528MPLAHU58,4,10/16/2018,00:50,Cliente0151,5,tarjeta,125
733,46,SHCJ990110FCHAAU13,13,3/27/2013,12:24,Cliente0152,18,efectivo,275
563,7,SPBH830615MASEEE39,14,08/09/2012,05:18,Cliente0153,14,tarjeta,380
713,74,CEPY851026FNTSRO85,8,11/08/2012,23:29,Cliente0154,5,efectivo,141
253,96,AYBK761021GPLCRA42,16,01/09/2017,12:08,Cliente0155,1,tarjeta,2
444,70,SAMC711103FGTWEH64,17,8/30/2018,12:31,Cliente0156,5,efectivo,230
887,32,COGD820217MOCTRO55,7,4/26/2016,04:03,Cliente0157,7,tarjeta,56
179,5,SMDH870821NDFAUA60,19,10/06/2017,18:03,Cliente0158,22,efectivo,899
555,32,MASA790911FCLXEU22,20,8/16/2011,04:21,Cliente0159,2,tarjeta,180
930,45,DACK761125FBSRUI38,1,01/08/2011,05:19,Cliente0160,14,efectivo,490
274,83,KEEC990619MQTHDO55,2,11/22/2018,16:26,Cliente0161,17,tarjeta,390
645,1,DRND851022BTCIIA89,16,11/07/2020,12:45,Cliente0162,12,efectivo,485
840,99,LIMD721115MJCMIO09,4,08/11/2013,02:06,Cliente0163,24,tarjeta,222
414,94,VASM801119AHGNLA39,5,4/13/2020,16:37,Cliente0164,10,efectivo,181.5
624,92,COGD820217MOCTRO55,7,09/04/2013,07:16,Cliente0165,28,tarjeta,635
256,64,COGD820217MOCTRO55,7,4/16/2019,02:22,Cliente0166,8,efectivo,13.5
87,54,MAWA931112FCHRAB49,8,5/28/2016,15:03,Cliente0167,5,tarjeta,355
403,31,CRFB880126FPLUEA78,1,04/08/2019,15:59,Cliente0168,17,efectivo,240
429,56,BABG810617FHGUIA28,10,02/02/2020,13:50,Cliente0169,32,tarjeta,613
396,75,BRBL860509FJCOAY25,11,12/30/2012,21:01,Cliente0170,13,efectivo,530
416,24,NEAG970216FMSWBR17,19,12/31/2015,11:41,Cliente0171,7,tarjeta,385
783,80,DABR930520MPLRIA38,13,9/22/2015,01:28,Cliente0172,9,efectivo,108
232,21,MUOS760923MNTNPI24,14,1/31/2016,06:17,Cliente0173,1,tarjeta,21
193,90,NEAG970216FMSWBR17,19,09/02/2017,15:48,Cliente0174,14,efectivo,595
574,12,AYBK761021GPLCRA42,16,05/10/2012,20:23,Cliente0175,11,tarjeta,168
133,65,SAMC711103FGTWEH64,17,7/23/2011,12:24,Cliente0176,17,efectivo,167
132,59,COBI760520MASPAN90,7,11/11/2020,00:03,Cliente0177,19,tarjeta,186
316,36,NEAG970216FMSWBR17,19,03/07/2014,16:51,Cliente0178,1,efectivo,15
902,41,STHR841219FTLAAA64,20,9/19/2020,14:50,Cliente0179,13,tarjeta,245
605,7,DUUS830112FTSIRT54,1,01/09/2017,11:14,Cliente0180,21,efectivo,925
361,71,KEEC990619MQTHDO55,2,05/01/2011,20:14,Cliente0181,10,tarjeta,820
210,24,COBI760520MASPAN90,7,12/21/2012,04:03,Cliente0182,16,efectivo,424
422,6,CRPA890528MPLAHU58,4,1/18/2014,00:17,Cliente0183,13,tarjeta,345
657,82,VEEH800225MCSRRU48,5,11/12/2020,07:37,Cliente0184,7,efectivo,135
820,75,KRSH740910NOCYIO87,10,8/28/2017,10:33,Cliente0185,11,tarjeta,165
579,53,COGD820217MOCTRO55,7,11/21/2020,15:17,Cliente0186,1,efectivo,15
453,25,CACA880301FCHMRU20,8,5/17/2011,19:03,Cliente0187,10,tarjeta,124
522,26,HUVR861220MTCGEO09,13,6/23/2013,10:04,Cliente0188,7,efectivo,111
266,96,BABG810617FHGUIA28,10,11/03/2019,09:10,Cliente0189,6,tarjeta,75
544,98,CACH800731MMSZLE85,11,11/01/2020,15:56,Cliente0190,17,efectivo,410
629,72,SPBH830615MASEEE39,14,7/15/2014,22:14,Cliente0191,11,tarjeta,315
758,29,HUVR861220MTCGEO09,13,02/09/2012,12:18,Cliente0192,29,efectivo,1285
69,22,FAJJ841022MBSLAU69,14,3/14/2011,19:46,Cliente0193,7,tarjeta,35
77,28,DACK761125FBSRUI38,1,6/19/2017,14:26,Cliente0194,6,efectivo,48
734,68,DRND851022BTCIIA89,16,2/28/2015,05:45,Cliente0195,8,tarjeta,100
368,62,BUBM970516FOCMRE84,17,4/15/2012,15:57,Cliente0196,12,efectivo,210
479,86,STHR841219FTLAAA64,20,07/01/2013,16:07,Cliente0197,7,tarjeta,210
105,42,SMDH870821NDFAUA60,19,11/16/2016,16:38,Cliente0198,17,efectivo,453
830,37,STHR841219FTLAAA64,20,8/21/2016,09:25,Cliente0199,8,tarjeta,198
811,93,COHJ760326MDFSUU07,1,06/08/2013,03:29,Cliente0200,9,efectivo,189
300,62,KEEC990619MQTHDO55,2,02/09/2019,12:34,Cliente0201,17,tarjeta,1045
898,52,KUWS910402NNLBEI94,1,7/26/2017,15:29,Cliente0202,4,efectivo,72
131,8,MCAO920101FHGCCL03,4,05/11/2015,12:28,Cliente0203,3,tarjeta,75
641,85,VASM801119AHGNLA39,5,05/04/2018,13:49,Cliente0204,9,efectivo,252
176,31,SPBH830615MASEEE39,14,12/10/2012,01:15,Cliente0205,14,tarjeta,441
566,25,PAME910207FSLWCN51,7,01/12/2011,05:10,Cliente0206,5,efectivo,110
690,38,MAEP901211MGTCNA73,8,1/15/2019,13:30,Cliente0207,8,tarjeta,158
539,11,HINA980519MOCNAD56,13,08/01/2016,07:23,Cliente0208,5,efectivo,90
103,65,KLAL900916FDGEIE04,10,5/18/2012,02:27,Cliente0209,13,tarjeta,355
700,33,LOSK880201ATLUAA99,11,01/12/2018,07:08,Cliente0210,14,efectivo,158
79,68,LEBC850828PSPTLO16,17,7/31/2017,00:43,Cliente0211,14,tarjeta,283
65,40,HUVR861220MTCGEO09,13,3/28/2018,09:09,Cliente0212,4,efectivo,120
502,93,FAIG991004MSPRTE27,14,8/18/2017,01:02,Cliente0213,3,tarjeta,54
417,77,KABH790308MBSROA03,7,02/08/2020,11:06,Cliente0214,6,efectivo,15
174,54,AYBK761021GPLCRA42,16,11/25/2014,22:30,Cliente0215,9,tarjeta,135
828,41,ARWJ970404MQTROO60,17,02/03/2015,00:26,Cliente0216,5,efectivo,105
326,7,AYBK761021GPLCRA42,16,07/09/2013,19:59,Cliente0217,10,tarjeta,430
285,68,SMDH870821NDFAUA60,19,06/10/2018,00:44,Cliente0218,7,efectivo,195
667,41,STHR841219FTLAAA64,20,04/12/2011,21:40,Cliente0219,13,tarjeta,265
405,31,KUWS910402NNLBEI94,1,3/17/2014,17:52,Cliente0220,13,efectivo,314
531,22,KEEC990619MQTHDO55,2,4/13/2020,02:42,Cliente0221,18,tarjeta,246
798,95,VEEH800225MCSRRU48,5,11/16/2012,13:59,Cliente0222,14,efectivo,320
415,70,LIMD721115MJCMIO09,4,2/15/2017,15:41,Cliente0223,21,tarjeta,1045
461,36,VEEH800225MCSRRU48,5,12/29/2018,06:41,Cliente0224,10,efectivo,72
660,52,DACK761125FBSRUI38,1,2/17/2015,01:36,Cliente0225,9,tarjeta,135
773,7,PAME910207FSLWCN51,7,4/26/2016,20:32,Cliente0226,5,efectivo,90
692,14,CACA880301FCHMRU20,8,07/11/2016,22:21,Cliente0227,5,tarjeta,275
463,71,HUVR861220MTCGEO09,13,10/28/2017,14:36,Cliente0228,13,efectivo,195
927,82,KLAL900916FDGEIE04,10,08/11/2016,17:46,Cliente0229,9,tarjeta,578
385,6,CHML890621FMSAEU73,11,05/01/2011,20:58,Cliente0230,3,efectivo,45
380,92,OSKC980330BYNOUO94,13,04/09/2020,07:05,Cliente0231,8,tarjeta,174
465,59,OSKC980330BYNOUO94,13,09/05/2014,21:14,Cliente0232,21,efectivo,251
963,64,HABA820225FTLRIL45,14,07/03/2016,06:01,Cliente0233,3,tarjeta,33
797,99,MABP780714MMNFRA82,11,8/19/2011,05:34,Cliente0234,10,efectivo,168
809,53,AYBK761021GPLCRA42,16,12/10/2017,23:40,Cliente0235,15,tarjeta,315
924,5,ARWJ970404MQTROO60,17,7/15/2017,22:07,Cliente0236,2,efectivo,24
911,44,VAPC920826MPLRUO86,20,08/09/2017,07:43,Cliente0237,10,tarjeta,159
675,2,SMDH870821NDFAUA60,19,6/15/2013,08:42,Cliente0238,13,efectivo,181
540,37,VAPC920826MPLRUO86,20,10/08/2020,19:01,Cliente0239,18,tarjeta,368
524,53,GOFM961107FTCTUO54,1,3/19/2020,15:19,Cliente0240,12,efectivo,230
100,52,VAJJ860909FJCSIA20,2,10/17/2020,18:49,Cliente0241,16,tarjeta,531
278,53,CRDW760222FBSIEA91,14,08/07/2014,05:16,Cliente0242,8,efectivo,240
213,4,LIMD721115MJCMIO09,4,10/24/2014,09:09,Cliente0243,5,tarjeta,93
508,51,VASM801119AHGNLA39,5,6/14/2011,17:27,Cliente0244,23,efectivo,570
315,24,CHML890621FMSAEU73,11,08/08/2014,13:34,Cliente0245,6,tarjeta,90
925,59,COBI760520MASPAN90,7,10/13/2018,13:45,Cliente0246,12,efectivo,375
967,92,DISG740707FSLLWW28,8,5/31/2015,13:44,Cliente0247,1,tarjeta,12
585,1,KNBK960914FASOOA45,11,4/29/2014,17:32,Cliente0248,7,efectivo,175
400,49,KRSH740910NOCYIO87,10,04/11/2014,17:50,Cliente0249,4,tarjeta,60
267,41,CHML890621FMSAEU73,11,10/06/2012,06:02,Cliente0250,15,efectivo,177
954,31,DRND851022BTCIIA89,16,03/07/2016,23:03,Cliente0251,9,tarjeta,78
119,52,SHCJ990110FCHAAU13,13,07/11/2015,06:48,Cliente0252,16,efectivo,264
677,83,FAIG991004MSPRTE27,14,12/08/2010,11:20,Cliente0253,4,tarjeta,84
500,65,COGD820217MOCTRO55,7,6/18/2013,14:59,Cliente0254,11,efectivo,106.5
235,63,DRND851022BTCIIA89,16,5/31/2012,01:44,Cliente0255,19,tarjeta,376
567,20,HEMD820611MGTAEU67,17,8/24/2015,07:45,Cliente0256,7,efectivo,145
863,21,DABR930520MPLRIA38,13,10/07/2019,13:50,Cliente0257,10,tarjeta,132
282,44,CHRH921025MTLEOA42,19,11/18/2014,00:17,Cliente0258,7,efectivo,125
504,25,GIWG820104FNLLAE76,20,11/06/2016,23:05,Cliente0259,9,tarjeta,123
638,24,COHJ760326MDFSUU07,1,02/09/2013,16:47,Cliente0260,4,efectivo,120
737,24,VAJJ860909FJCSIA20,2,10/22/2012,17:39,Cliente0261,18,tarjeta,360
705,79,DACK761125FBSRUI38,1,8/18/2020,01:22,Cliente0262,6,efectivo,150
649,96,MCAO920101FHGCCL03,4,05/07/2019,14:48,Cliente0263,5,tarjeta,75
269,79,VASM801119AHGNLA39,5,12/01/2012,14:37,Cliente0264,13,efectivo,438
445,87,LEBC850828PSPTLO16,17,10/12/2017,09:09,Cliente0265,4,tarjeta,100
698,16,KABH790308MBSROA03,7,1/15/2020,09:33,Cliente0266,14,efectivo,250
814,13,HERS800926FCHBUT83,8,7/23/2018,09:11,Cliente0267,7,tarjeta,123
819,47,COHJ760326MDFSUU07,1,12/11/2017,10:33,Cliente0268,2,efectivo,16
239,60,KLAL900916FDGEIE04,10,1/14/2012,02:48,Cliente0269,15,tarjeta,230
592,14,MABP780714MMNFRA82,11,03/03/2011,19:50,Cliente0270,12,efectivo,92.5
125,86,CRPA890528MPLAHU58,4,12/12/2019,13:02,Cliente0271,5,tarjeta,500
402,92,HINA980519MOCNAD56,13,11/13/2013,14:45,Cliente0272,4,efectivo,112
704,38,FAJJ841022MBSLAU69,14,12/27/2019,18:00,Cliente0273,16,tarjeta,192
351,53,STWL800319GMCUAO28,20,9/29/2016,10:05,Cliente0274,9,efectivo,180
793,56,DRND851022BTCIIA89,16,8/27/2012,06:41,Cliente0275,2,tarjeta,20
254,21,HEMD820611MGTAEU67,17,3/20/2012,01:43,Cliente0276,15,efectivo,249
420,82,MAEP901211MGTCNA73,8,11/27/2017,20:14,Cliente0277,3,tarjeta,54
248,12,CHRH921025MTLEOA42,19,6/18/2013,09:13,Cliente0278,5,efectivo,75
434,96,GIWG820104FNLLAE76,20,08/09/2017,15:20,Cliente0279,5,tarjeta,175
104,56,CRFB880126FPLUEA78,1,6/21/2014,10:28,Cliente0280,8,efectivo,12
879,87,KEEC990619MQTHDO55,2,10/25/2019,08:11,Cliente0281,8,tarjeta,720
324,16,VEEH800225MCSRRU48,5,02/12/2012,15:11,Cliente0282,9,efectivo,530
975,28,LIMD721115MJCMIO09,4,12/14/2013,01:52,Cliente0283,7,tarjeta,245
354,56,VASM801119AHGNLA39,5,5/27/2019,21:52,Cliente0284,12,efectivo,258
334,26,PIGO910404FMNDED41,17,5/23/2016,21:42,Cliente0285,8,tarjeta,12
359,62,COGD820217MOCTRO55,7,6/21/2016,11:46,Cliente0286,3,efectivo,24
389,91,CACA880301FCHMRU20,8,7/31/2015,09:54,Cliente0287,1,tarjeta,75
255,62,DOBL850516BQRNOI91,8,10/02/2013,03:12,Cliente0288,8,efectivo,198
909,54,KLAL900916FDGEIE04,10,4/27/2014,22:59,Cliente0289,12,tarjeta,410
825,72,CHML890621FMSAEU73,11,7/27/2013,23:04,Cliente0290,1,efectivo,30
355,73,DACK761125FBSRUI38,1,1/22/2014,02:23,Cliente0291,4,tarjeta,72
407,36,REMV970310MYNVOA05,13,1/22/2020,15:51,Cliente0292,12,efectivo,159
992,46,FAJJ841022MBSLAU69,14,7/16/2012,11:18,Cliente0293,7,tarjeta,10.5
111,97,AYBK761021GPLCRA42,16,7/15/2020,19:14,Cliente0294,1,efectivo,55
912,66,AYBK761021GPLCRA42,16,5/30/2020,19:25,Cliente0295,9,tarjeta,156
93,6,PIGO910404FMNDED41,17,3/18/2018,01:46,Cliente0296,17,efectivo,485
637,52,VEEH800225MCSRRU48,5,05/05/2014,15:34,Cliente0297,6,tarjeta,168
183,47,SMDH870821NDFAUA60,19,7/19/2020,01:23,Cliente0298,29,efectivo,1375
947,5,STHR841219FTLAAA64,20,3/20/2017,03:21,Cliente0299,5,tarjeta,60
212,76,COHJ760326MDFSUU07,1,3/28/2019,23:00,Cliente0300,16,efectivo,129
432,12,KEEC990619MQTHDO55,2,09/05/2017,12:16,Cliente0301,14,tarjeta,326
196,25,LOSK880201ATLUAA99,11,8/19/2011,23:15,Cliente0302,12,efectivo,765
865,67,LIMD721115MJCMIO09,4,5/30/2017,13:23,Cliente0303,4,tarjeta,60
507,63,VEEH800225MCSRRU48,5,12/06/2010,16:44,Cliente0304,14,efectivo,108
123,28,BABG810617FHGUIA28,10,1/25/2019,20:56,Cliente0305,8,tarjeta,96
529,33,COGD820217MOCTRO55,7,6/19/2012,09:42,Cliente0306,9,efectivo,108
494,95,THFT841224MQROII59,8,03/06/2016,18:08,Cliente0307,8,tarjeta,120
220,30,PAME910207FSLWCN51,7,1/17/2014,06:27,Cliente0308,14,efectivo,356.5
748,50,BABG810617FHGUIA28,10,11/19/2016,10:52,Cliente0309,8,tarjeta,196
774,18,MABP780714MMNFRA82,11,9/13/2011,03:56,Cliente0310,5,efectivo,52
864,13,FAIG991004MSPRTE27,14,5/17/2015,01:43,Cliente0311,10,tarjeta,714
785,30,MCCS951214FNLCHH80,13,12/09/2014,08:08,Cliente0312,9,efectivo,108
674,31,CRDW760222FBSIEA91,14,09/06/2014,21:24,Cliente0313,4,tarjeta,100
710,49,BABG810617FHGUIA28,10,10/01/2011,03:49,Cliente0314,2,efectivo,86
722,70,DRND851022BTCIIA89,16,03/10/2016,18:04,Cliente0315,11,tarjeta,111
245,12,ALMA830409MSRMAL39,17,7/24/2013,07:15,Cliente0316,11,efectivo,144
578,99,BUBM970516FOCMRE84,17,3/28/2015,18:48,Cliente0317,17,tarjeta,425
317,34,SMDH870821NDFAUA60,19,4/18/2012,20:40,Cliente0318,2,efectivo,180
181,20,SHSS960626FGRECI13,20,9/28/2017,08:56,Cliente0319,14,tarjeta,211
862,78,DACK761125FBSRUI38,1,06/07/2013,15:00,Cliente0320,9,efectivo,180
107,25,KEEC990619MQTHDO55,2,6/16/2012,08:59,Cliente0321,2,tarjeta,30
419,79,PACA700821FGTULN20,1,10/30/2019,20:43,Cliente0322,7,efectivo,420
547,62,LIMD721115MJCMIO09,4,7/21/2020,20:58,Cliente0323,12,tarjeta,146
312,65,VASM801119AHGNLA39,5,2/15/2016,14:50,Cliente0324,1,efectivo,25
792,34,VAPC920826MPLRUO86,20,12/19/2017,11:15,Cliente0325,6,tarjeta,24
219,74,COGD820217MOCTRO55,7,3/16/2011,02:03,Cliente0326,1,efectivo,25
836,84,DOBL850516BQRNOI91,8,09/03/2018,06:26,Cliente0327,3,tarjeta,36
352,35,VEMC760926FQRNAA13,14,1/23/2011,09:12,Cliente0328,11,efectivo,118
679,6,KRSH740910NOCYIO87,10,7/14/2020,09:15,Cliente0329,7,tarjeta,156
753,99,KNBK960914FASOOA45,11,8/31/2012,14:29,Cliente0330,17,efectivo,710
331,73,PAME910207FSLWCN51,7,12/21/2011,03:11,Cliente0331,12,tarjeta,680
768,9,SHCJ990110FCHAAU13,13,11/22/2017,22:44,Cliente0332,15,efectivo,555
652,80,FAIG991004MSPRTE27,14,09/06/2016,12:01,Cliente0333,10,tarjeta,192
816,83,COGD820217MOCTRO55,7,01/12/2014,15:04,Cliente0334,2,efectivo,16
527,20,AYBK761021GPLCRA42,16,02/03/2017,10:41,Cliente0335,2,tarjeta,24
644,72,SAMC711103FGTWEH64,17,12/02/2013,12:04,Cliente0336,9,efectivo,270
951,4,SHSS960626FGRECI13,20,09/06/2012,12:48,Cliente0337,8,tarjeta,400
71,72,SMDH870821NDFAUA60,19,7/17/2018,12:38,Cliente0338,2,efectivo,60
997,74,STWL800319GMCUAO28,20,03/06/2011,03:38,Cliente0339,9,tarjeta,132
458,38,PACA700821FGTULN20,1,8/23/2020,15:02,Cliente0340,3,efectivo,45
723,93,VAJJ860909FJCSIA20,2,07/01/2012,03:50,Cliente0341,5,tarjeta,65
584,65,REMV970310MYNVOA05,13,7/31/2017,15:03,Cliente0342,1,efectivo,5
341,65,LIMD721115MJCMIO09,4,5/16/2017,23:07,Cliente0343,7,tarjeta,70
750,89,VEEH800225MCSRRU48,5,9/14/2018,09:51,Cliente0344,22,efectivo,661
888,29,BALS870921MCSUAC68,20,5/19/2017,18:41,Cliente0345,8,tarjeta,120
914,36,KABH790308MBSROA03,7,6/18/2017,04:50,Cliente0346,1,efectivo,25
160,57,CEPY851026FNTSRO85,8,03/02/2016,04:51,Cliente0347,5,tarjeta,139
303,93,MUOS760923MNTNPI24,14,2/14/2012,15:43,Cliente0348,10,efectivo,340
501,16,KLAL900916FDGEIE04,10,3/21/2016,13:36,Cliente0349,4,tarjeta,105
404,85,MABP780714MMNFRA82,11,2/18/2017,21:35,Cliente0350,8,efectivo,159
206,42,NEAG970216FMSWBR17,19,10/09/2016,13:41,Cliente0351,4,tarjeta,60
233,29,SHCJ990110FCHAAU13,13,3/20/2011,03:58,Cliente0352,5,efectivo,60
451,24,HABA820225FTLRIL45,14,08/09/2016,18:38,Cliente0353,5,tarjeta,75
264,98,PACA700821FGTULN20,1,10/20/2012,09:58,Cliente0354,7,efectivo,299
583,42,AYBK761021GPLCRA42,16,2/26/2013,15:35,Cliente0355,3,tarjeta,90
665,16,HEMD820611MGTAEU67,17,3/19/2020,13:54,Cliente0356,18,efectivo,285
554,76,BALS870921MCSUAC68,20,04/02/2013,20:08,Cliente0357,5,tarjeta,225
